Date,Level cm,Flow l/s,Flag
14/04/2012 13:35:00,18.7247,20.7853,
14/04/2012 13:40:00,18.7757,20.9271,
14/04/2012 13:45:00,18.8980,21.2698,
14/04/2012 13:50:00,18.6329,20.5316,
14/04/2012 13:55:00,18.6533,20.5878,
14/04/2012 14:00:00,18.3474,19.7540,
14/04/2012 14:05:00,18.4086,19.9191,
14/04/2012 14:10:00,18.4290,19.9743,
14/04/2012 14:15:00,18.4595,20.0573,
14/04/2012 14:20:00,18.2250,19.4263,
14/04/2012 14:25:00,18.1944,19.3449,
14/04/2012 14:30:00,18.0109,18.8607,
14/04/2012 14:35:00,17.9191,18.6213,
14/04/2012 14:40:00,18.1536,19.2366,
14/04/2012 14:45:00,17.8375,18.4101,
14/04/2012 14:50:00,17.9701,18.7541,
14/04/2012 14:55:00,17.7253,18.1220,
14/04/2012 15:00:00,17.8987,18.5684,
14/04/2012 15:05:00,17.7763,18.2526,
14/04/2012 15:10:00,17.8987,18.5684,
14/04/2012 15:15:00,17.8477,18.4364,
14/04/2012 15:20:00,17.9905,18.8073,
14/04/2012 15:25:00,18.1434,19.2096,
14/04/2012 15:30:00,18.2658,19.5352,
14/04/2012 15:35:00,18.2454,19.4807,
14/04/2012 15:40:00,18.3474,19.7540,
14/04/2012 15:45:00,18.1230,19.1557,
14/04/2012 15:50:00,18.2046,19.3720,
14/04/2012 15:55:00,18.4188,19.9467,
14/04/2012 16:00:00,18.7247,20.7853,
14/04/2012 16:05:00,18.5003,20.1683,
14/04/2012 16:10:00,18.3780,19.8365,
14/04/2012 16:15:00,18.3474,19.7540,
14/04/2012 16:20:00,18.3168,19.6718,
14/04/2012 16:25:00,18.2250,19.4263,
14/04/2012 16:30:00,18.3270,19.6992,
14/04/2012 16:35:00,18.3984,19.8916,
14/04/2012 16:40:00,18.2454,19.4807,
14/04/2012 16:45:00,18.2250,19.4263,
14/04/2012 16:50:00,18.4494,20.0297,
14/04/2012 16:55:00,18.1638,19.2637,
14/04/2012 17:00:00,18.3780,19.8365,
14/04/2012 17:05:00,18.7451,20.8420,
14/04/2012 17:10:00,18.5819,20.3914,
14/04/2012 17:15:00,18.5003,20.1683,
14/04/2012 17:20:00,18.4697,20.0851,
14/04/2012 17:25:00,18.4188,19.9467,
14/04/2012 17:30:00,18.5615,20.3355,
14/04/2012 17:35:00,18.7553,20.8703,
14/04/2012 17:40:00,18.7043,20.7288,
14/04/2012 17:45:00,18.7859,20.9555,
14/04/2012 17:50:00,18.6839,20.6723,
14/04/2012 17:55:00,18.6635,20.6159,
14/04/2012 18:00:00,18.8063,21.0125,
14/04/2012 18:05:00,18.6125,20.4754,
14/04/2012 18:10:00,18.6431,20.5597,
14/04/2012 18:15:00,18.8776,21.2124,
14/04/2012 18:20:00,18.8573,21.1552,
14/04/2012 18:25:00,18.8776,21.2124,
14/04/2012 18:30:00,18.7451,20.8420,
14/04/2012 18:35:00,18.9796,21.5000,
14/04/2012 18:40:00,18.8471,21.1266,
14/04/2012 18:45:00,18.8471,21.1266,
14/04/2012 18:50:00,18.7859,20.9555,
14/04/2012 18:55:00,18.5717,20.3634,
14/04/2012 19:00:00,18.6737,20.6441,
14/04/2012 19:05:00,18.7655,20.8987,
14/04/2012 19:10:00,18.6941,20.7005,
14/04/2012 19:15:00,18.7961,20.9840,
14/04/2012 19:20:00,18.8980,21.2698,
14/04/2012 19:25:00,18.7757,20.9271,
14/04/2012 19:30:00,18.8471,21.1266,
14/04/2012 19:35:00,18.8369,21.0980,
14/04/2012 19:40:00,18.7043,20.7288,
14/04/2012 19:45:00,18.6737,20.6441,
14/04/2012 19:50:00,18.7349,20.8136,
14/04/2012 19:55:00,18.8471,21.1266,
14/04/2012 20:00:00,18.8063,21.0125,
14/04/2012 20:05:00,18.7349,20.8136,
14/04/2012 20:10:00,18.7145,20.7570,
14/04/2012 20:15:00,18.8369,21.0980,
14/04/2012 20:20:00,18.6737,20.6441,
14/04/2012 20:25:00,19.0000,21.5578,
